Transacao,Data de compra,ID Consumidor,ID Produto,Quantidade
194,1/23/2019,304,20,4
195,1/23/2019,2143,9,2
196,1/23/2019,878,7,4
197,1/23/2019,2313,13,4
198,1/23/2019,363,19,6
199,1/23/2019,3412,11,3
200,1/23/2019,5016,11,3
201,1/23/2019,4727,8,5
202,1/23/2019,3776,14,4
203,1/23/2019,9826,8,4
204,1/23/2019,3773,17,5
205,1/23/2019,9263,9,3
206,1/23/2019,9306,10,3
207,1/23/2019,7149,13,4
208,1/24/2019,2158,12,4
209,1/24/2019,213,7,3
210,1/24/2019,3446,18,3
211,1/24/2019,8606,8,4
212,1/24/2019,976,4,3
213,1/24/2019,5734,5,3
214,1/24/2019,9264,13,4
215,1/24/2019,4670,8,3
216,1/25/2019,8342,15,4
217,1/25/2019,4457,12,2
218,1/25/2019,1741,7,3
219,1/25/2019,9014,19,4
220,1/25/2019,6866,12,5
221,1/26/2019,2878,16,3
222,1/26/2019,9551,16,5
223,1/26/2019,3799,20,6
224,1/26/2019,9469,18,5
225,1/26/2019,4813,18,3
226,1/26/2019,5358,14,5
227,1/26/2019,6866,2,3
228,1/26/2019,1387,7,2
229,1/26/2019,7617,10,4
230,1/26/2019,1965,15,5
231,1/27/2019,2878,8,4
232,1/27/2019,5476,12,5
233,1/27/2019,2664,5,2
234,1/27/2019,10161,6,5
235,1/27/2019,10240,12,3
236,1/27/2019,9175,3,4
237,1/27/2019,3667,1,6
238,1/27/2019,1748,19,4
239,1/27/2019,3153,11,5
240,1/27/2019,3388,7,6
241,1/27/2019,10026,14,4
242,1/27/2019,997,16,3
243,1/27/2019,5499,15,4
244,1/27/2019,7368,8,6
245,1/27/2019,8427,11,5
246,1/27/2019,8901,20,4
247,1/27/2019,3673,5,4
248,1/27/2019,5143,10,5
249,1/28/2019,10233,12,3
250,1/28/2019,1758,18,4
251,1/28/2019,2448,7,3
252,1/28/2019,2890,1,6
253,1/28/2019,7352,13,4
254,1/28/2019,3092,7,4
255,1/28/2019,4445,9,4
256,1/28/2019,3463,15,5
257,1/28/2019,6501,6,3
258,1/28/2019,8758,9,6
259,1/29/2019,3153,6,2
260,1/29/2019,4179,17,2
261,1/29/2019,6655,20,3
262,1/29/2019,1423,18,5
263,1/29/2019,4021,2,6
264,1/29/2019,4443,13,2
265,1/29/2019,5079,4,3
266,1/29/2019,5831,19,6
267,1/29/2019,4287,9,3
268,1/30/2019,3480,16,5
269,1/30/2019,7801,11,4
270,1/30/2019,4070,18,6
271,1/30/2019,8578,7,2
272,1/30/2019,3599,16,5
273,1/30/2019,8164,3,4
274,1/30/2019,5038,7,5
275,1/30/2019,9469,6,5
276,1/30/2019,8283,1,6
277,1/30/2019,6204,19,2
278,1/30/2019,378,6,5
279,1/30/2019,6835,17,3
280,1/30/2019,7341,13,3
281,1/30/2019,9694,4,3
282,1/30/2019,1070,13,3
283,1/31/2019,9331,3,3
284,1/31/2019,9390,19,2
285,1/31/2019,7801,12,4
286,1/31/2019,1005,7,4
287,1/31/2019,2011,8,4
288,1/31/2019,4217,10,4
289,1/31/2019,6843,2,5
290,1/31/2019,2295,20,5
291,1/31/2019,6635,15,3
292,1/31/2019,7178,10,4
293,1/31/2019,3012,14,4
294,2/1/2019,6083,14,4
295,2/1/2019,780,14,5
296,2/1/2019,9461,10,5
297,2/1/2019,4337,8,3
298,2/1/2019,5686,15,4
299,2/1/2019,745,17,3
300,2/1/2019,1379,2,7
301,2/1/2019,4763,17,4
302,2/1/2019,6233,5,6
303,2/1/2019,6273,3,5
304,2/1/2019,6273,15,6
305,2/1/2019,6675,14,4
306,2/2/2019,4825,14,5
307,2/2/2019,2376,7,4
308,2/2/2019,5389,13,3
309,2/2/2019,9736,2,5
310,2/2/2019,3503,2,6
311,2/2/2019,8171,7,5
312,2/2/2019,3020,15,4
313,2/2/2019,2396,18,2
314,2/2/2019,1114,15,5
315,2/2/2019,4081,3,3
316,2/2/2019,5162,20,2
317,2/2/2019,7060,20,3
318,2/2/2019,8644,7,3
319,2/2/2019,7413,6,4
320,2/2/2019,9924,15,5
321,2/2/2019,7927,3,4
322,2/2/2019,6792,5,5
323,2/2/2019,3755,5,5
324,2/2/2019,5553,5,5
325,2/2/2019,3497,6,3
326,2/2/2019,8557,7,5
327,2/2/2019,9753,15,7
328,2/2/2019,5379,7,5
329,2/3/2019,3861,11,1
330,2/3/2019,190,9,5
331,2/3/2019,7775,2,4
332,2/3/2019,566,2,3
333,2/3/2019,5984,7,5
334,2/3/2019,6359,11,6
335,2/3/2019,9785,19,4
336,2/3/2019,1561,2,5
337,2/3/2019,5647,5,3
338,2/3/2019,8427,12,4
339,2/3/2019,9855,16,5
340,2/3/2019,7056,20,3
341,2/3/2019,3239,5,5
342,2/3/2019,3310,9,4
343,2/4/2019,6510,2,4
344,2/4/2019,7619,20,4
345,2/4/2019,4995,6,4
346,2/4/2019,3533,6,4
347,2/4/2019,4678,18,5
348,2/4/2019,8269,18,5
349,2/4/2019,4461,9,3
350,2/4/2019,5456,12,3
351,2/4/2019,2924,1,6
352,2/4/2019,4649,16,4
353,2/4/2019,5341,14,3
354,2/5/2019,1023,13,4
355,2/5/2019,6854,19,2
356,2/5/2019,8551,11,6
357,2/5/2019,9788,12,3
358,2/5/2019,7556,14,6
359,2/5/2019,10039,3,5
360,2/5/2019,3567,14,3
361,2/5/2019,4066,17,3
362,2/5/2019,4268,6,5
363,2/5/2019,2921,10,3
364,2/5/2019,2523,10,4
365,2/5/2019,7281,15,4
366,2/5/2019,2441,9,6
367,2/6/2019,2890,18,5
368,2/6/2019,4431,8,6
369,2/6/2019,4105,13,3
370,2/6/2019,4727,8,5
371,2/6/2019,6960,20,4
372,2/6/2019,9208,10,5
373,2/6/2019,2918,13,5
374,2/6/2019,6616,2,6
375,2/6/2019,4417,15,5
376,2/6/2019,5944,8,4
377,2/6/2019,1329,2,3
378,2/7/2019,1304,3,4
379,2/7/2019,9554,14,5
380,2/7/2019,625,2,3
381,2/7/2019,6675,4,4
382,2/7/2019,4337,12,4
383,2/7/2019,2613,15,2
384,2/7/2019,7151,16,4
385,2/7/2019,2525,4,4
386,2/7/2019,5533,3,4
387,2/7/2019,880,3,3
388,2/7/2019,7324,4,4
389,2/7/2019,3415,6,2
390,2/7/2019,8215,8,5
391,2/8/2019,373,2,3
392,2/8/2019,9236,1,5
393,2/8/2019,1931,9,3
394,2/8/2019,8634,18,2
395,2/8/2019,9057,1,3
396,2/8/2019,1196,1,4
397,2/8/2019,4828,7,3
398,2/8/2019,6675,13,3
399,2/8/2019,1005,6,2
400,2/8/2019,8858,5,6
401,2/8/2019,5925,18,5
402,2/8/2019,6001,9,3
403,2/9/2019,4247,13,3
404,2/9/2019,7493,7,4
405,2/9/2019,4315,7,5
406,2/9/2019,9309,9,4
407,2/9/2019,1196,7,2
408,2/9/2019,2398,15,5
409,2/9/2019,6559,10,3
410,2/9/2019,10186,19,4
411,2/9/2019,9752,10,4
412,2/10/2019,148,17,3
413,2/10/2019,8574,15,3
414,2/10/2019,4401,6,3
415,2/10/2019,4779,16,5
416,2/10/2019,9752,3,3
417,2/10/2019,8116,15,4
418,2/10/2019,8901,17,6
419,2/10/2019,8730,11,3
420,2/11/2019,7324,12,3
421,2/11/2019,9021,4,3
422,2/11/2019,4892,20,4
423,2/11/2019,7743,2,3
424,2/11/2019,7781,16,4
425,2/11/2019,8435,2,5
426,2/11/2019,1808,1,4
427,2/11/2019,8984,12,6
428,2/11/2019,9014,14,5
429,2/11/2019,7171,16,4
430,2/11/2019,287,7,4
431,2/11/2019,7413,14,3
432,2/11/2019,8454,1,3
433,2/12/2019,780,3,4
434,2/12/2019,7781,8,6
435,2/12/2019,1897,12,4
436,2/12/2019,7525,10,3
437,2/12/2019,1205,15,5
438,2/12/2019,260,11,6
439,2/12/2019,1159,19,4
440,2/12/2019,924,18,7
441,2/12/2019,7276,3,4
442,2/12/2019,3552,12,7
443,2/12/2019,6001,11,5
444,2/13/2019,7319,11,4
445,2/13/2019,3930,8,3
446,2/13/2019,3976,14,5
447,2/13/2019,1467,15,5
448,2/13/2019,1999,14,3
449,2/13/2019,7433,4,3
450,2/13/2019,1633,6,3
451,2/13/2019,2896,10,5
452,2/13/2019,3160,20,3
453,2/13/2019,2254,6,5
454,2/13/2019,3075,11,3
455,2/14/2019,8351,7,4
456,2/14/2019,9728,14,3
457,2/14/2019,6319,5,3
458,2/14/2019,2625,1,5
459,2/14/2019,9331,6,4
460,2/14/2019,76,1,5
461,2/14/2019,4909,11,4
462,2/14/2019,5528,1,3
463,2/14/2019,10026,10,5
464,2/14/2019,4351,2,6
465,2/15/2019,2298,7,4
466,2/15/2019,9710,9,3
467,2/15/2019,5954,19,4
468,2/15/2019,9797,15,6
469,2/15/2019,8235,2,3
470,2/15/2019,3336,12,5
471,2/15/2019,4247,13,3
472,2/15/2019,2818,8,4
473,2/15/2019,604,13,2
474,2/15/2019,4283,17,3
475,2/15/2019,1565,13,4
476,2/15/2019,4165,7,5
477,2/15/2019,9976,19,5
478,2/15/2019,7262,4,4
479,2/15/2019,8269,13,3
480,2/16/2019,283,10,4
481,2/16/2019,6997,9,3
482,2/16/2019,6957,2,2
483,2/16/2019,6301,12,3
484,2/16/2019,3373,17,6
485,2/16/2019,2775,4,7
486,2/16/2019,5452,5,4
487,2/16/2019,7881,2,6
488,2/16/2019,5015,9,3
489,2/16/2019,9752,19,4
490,2/16/2019,7913,1,3
491,2/16/2019,4543,12,4
492,2/16/2019,5899,14,5
493,2/16/2019,7391,3,3
494,2/17/2019,6442,9,5
495,2/17/2019,7189,1,5
496,2/17/2019,2389,17,7
497,2/17/2019,3976,13,4
498,2/17/2019,8504,4,5
499,2/17/2019,2682,6,3
500,2/17/2019,2742,2,3
501,2/17/2019,8717,3,6
502,2/17/2019,4610,5,3
503,2/17/2019,43,6,3
504,2/17/2019,1202,1,3
505,2/18/2019,8555,4,4
506,2/18/2019,976,2,4
507,2/18/2019,9929,1,4
508,2/18/2019,5686,17,3
509,2/18/2019,8853,19,4
510,2/18/2019,5026,1,3
511,2/18/2019,7704,17,5
512,2/18/2019,5405,4,6
513,2/18/2019,927,16,5
514,2/18/2019,8901,20,5
515,2/18/2019,1940,16,5
516,2/18/2019,8587,11,1
517,2/19/2019,5503,15,3
518,2/19/2019,2270,2,5
519,2/19/2019,9297,4,3
520,2/19/2019,8765,15,4
521,2/19/2019,9327,2,5
522,2/19/2019,7171,6,4
523,2/19/2019,10102,9,5
524,2/19/2019,2132,10,5
525,2/19/2019,1074,18,4
526,2/19/2019,6850,13,3
527,2/19/2019,6180,13,5
528,2/19/2019,2996,18,6
529,2/19/2019,7109,15,4
530,2/19/2019,8601,10,3
531,2/19/2019,5526,9,5
532,2/20/2019,1548,14,5
533,2/20/2019,2769,16,4
534,2/20/2019,91,8,3
535,2/20/2019,839,15,5
536,2/20/2019,5026,15,4
537,2/20/2019,941,10,5
538,2/20/2019,5432,13,2
539,2/20/2019,1083,5,3
540,2/21/2019,10033,4,5
541,2/21/2019,3373,18,6
542,2/21/2019,8427,3,3
543,2/21/2019,439,8,5
544,2/21/2019,6148,5,4
545,2/21/2019,8403,13,3
546,2/21/2019,8556,8,2
547,2/21/2019,6001,18,4
548,2/21/2019,5462,18,2
549,2/22/2019,6204,15,4
550,2/22/2019,769,20,3
551,2/22/2019,8202,12,5
552,2/22/2019,2443,19,2
553,2/22/2019,9276,4,3
554,2/22/2019,2547,4,2
555,2/22/2019,9187,18,4
556,2/22/2019,9673,20,2
557,2/22/2019,64,13,5
558,2/22/2019,2513,19,5
559,2/22/2019,9928,7,5
560,2/22/2019,746,17,2
561,2/23/2019,2147,6,6
562,2/23/2019,378,9,3
563,2/23/2019,7234,18,6
564,2/23/2019,5341,6,5
565,2/23/2019,6621,11,3
566,2/23/2019,6949,14,4
567,2/23/2019,9826,18,4
568,2/23/2019,790,15,3
569,2/23/2019,2968,10,2
570,2/23/2019,6468,19,3
571,2/24/2019,3491,11,5
572,2/24/2019,9129,14,3
573,2/24/2019,1869,14,5
574,2/24/2019,5163,7,4
575,2/24/2019,1005,1,4
576,2/24/2019,625,7,5
577,2/24/2019,8737,6,5
578,2/24/2019,9977,14,4
579,2/24/2019,3075,9,4
580,2/24/2019,8367,9,5
581,2/24/2019,3204,9,3
582,2/24/2019,9748,14,3
583,2/24/2019,9499,3,4
584,2/24/2019,5792,15,5
585,2/24/2019,7462,13,2
586,2/24/2019,9310,15,4
587,2/25/2019,9064,20,5
588,2/25/2019,3755,6,3
589,2/25/2019,8901,7,3
590,2/25/2019,8107,10,6
591,2/25/2019,5568,17,3
592,2/25/2019,1648,3,2
593,2/25/2019,8963,7,5
594,2/25/2019,3491,1,4
595,2/25/2019,3799,14,3
596,2/25/2019,5295,17,5
597,2/25/2019,8749,11,3
598,2/26/2019,9728,13,5
599,2/26/2019,3258,10,2
600,2/26/2019,8897,19,5
601,2/26/2019,4268,16,5
602,2/26/2019,1442,17,4
603,2/26/2019,8912,16,2
604,2/26/2019,7573,7,4
605,2/27/2019,3700,8,3
606,2/27/2019,5960,5,5
607,2/27/2019,5026,15,2
608,2/27/2019,7573,17,5
609,2/27/2019,9897,3,3
610,2/27/2019,7920,3,3
611,2/27/2019,9871,12,5
612,2/27/2019,8301,11,6
613,2/27/2019,4783,20,4
614,2/27/2019,5584,7,6
615,2/28/2019,9881,6,4
616,2/28/2019,5647,5,2
617,2/28/2019,6501,14,3
618,2/28/2019,3882,4,4
619,2/28/2019,6655,6,4
620,2/28/2019,2818,17,4
621,2/28/2019,4682,8,4
622,2/28/2019,7622,5,3
623,2/28/2019,7268,8,4
624,2/28/2019,9401,7,5
625,2/28/2019,1083,1,5
626,2/28/2019,328,8,4
627,2/28/2019,4205,4,6
628,2/28/2019,5887,19,4
629,2/28/2019,9437,9,6
630,2/28/2019,1938,4,4
631,2/28/2019,5358,14,5
632,2/28/2019,817,16,5
633,2/28/2019,80,5,5
634,2/28/2019,9728,14,3
635,2/28/2019,10079,12,3
636,2/28/2019,4615,12,5
637,2/28/2019,4670,10,4
638,2/28/2019,7206,15,4
639,2/28/2019,873,13,4
640,2/28/2019,3049,16,6
641,2/28/2019,5339,18,6
642,2/28/2019,3386,5,2
643,2/28/2019,4041,5,4
644,3/1/2019,9728,13,3
645,3/1/2019,2279,6,4
646,3/1/2019,2525,16,4
647,3/1/2019,6113,20,5
648,3/1/2019,5960,3,3
649,3/1/2019,6180,17,5
650,3/1/2019,3470,14,6
651,3/1/2019,9851,14,5
652,3/1/2019,4351,9,5
653,3/1/2019,2052,10,3
654,3/1/2019,2861,14,3
655,3/1/2019,4205,19,4
656,3/1/2019,1743,19,2
657,3/2/2019,2775,15,4
658,3/2/2019,6324,3,4
659,3/2/2019,9855,19,5
660,3/2/2019,5709,12,3
661,3/2/2019,463,16,3
662,3/2/2019,4743,10,4
663,3/2/2019,9357,8,4
664,3/2/2019,7250,6,4
665,3/2/2019,5733,16,4
666,3/2/2019,7683,16,4
667,3/2/2019,8275,8,4
668,3/2/2019,8275,14,5
669,3/2/2019,2422,17,6
670,3/2/2019,5789,20,4
671,3/2/2019,3750,2,6
672,3/2/2019,4597,18,3
673,3/3/2019,6712,13,4
674,3/3/2019,8111,9,5
675,3/3/2019,6761,11,5
676,3/3/2019,8730,5,5
677,3/3/2019,5341,13,5
678,3/3/2019,5906,15,5
679,3/3/2019,7439,14,5
680,3/3/2019,328,9,3
681,3/3/2019,3692,14,5
682,3/3/2019,2344,10,3
683,3/3/2019,6079,14,3
684,3/3/2019,7857,4,4
685,3/3/2019,9481,19,5
686,3/3/2019,9510,2,4
687,3/3/2019,819,17,4
688,3/3/2019,6997,13,4
689,3/3/2019,9236,4,3
690,3/4/2019,4443,9,4
691,3/4/2019,7370,8,6
692,3/4/2019,4626,9,4
693,3/4/2019,3935,10,3
694,3/4/2019,7149,17,5
695,3/4/2019,1310,9,5
696,3/4/2019,64,15,5
697,3/4/2019,8916,19,3
698,3/4/2019,7589,8,6
699,3/4/2019,1682,9,5
700,3/4/2019,5397,12,2
701,3/5/2019,9417,11,4
702,3/5/2019,4621,5,4
703,3/5/2019,9584,7,6
704,3/5/2019,4457,10,3
705,3/5/2019,5920,3,5
706,3/5/2019,6929,2,3
707,3/5/2019,3691,11,4
708,3/5/2019,2570,17,4
709,3/5/2019,934,19,3
710,3/5/2019,4099,4,4
711,3/5/2019,2086,1,2
712,3/5/2019,7930,18,4
713,3/5/2019,8843,13,3
714,3/5/2019,9554,13,2
715,3/5/2019,2269,15,4
716,3/6/2019,9248,7,3
717,3/6/2019,9473,13,3
718,3/6/2019,1379,9,3
719,3/6/2019,6564,5,3
720,3/6/2019,9487,8,5
721,3/6/2019,4149,16,3
722,3/6/2019,879,15,5
723,3/6/2019,1774,1,2
724,3/6/2019,2921,20,5
725,3/6/2019,7266,19,5
726,3/6/2019,3211,4,1
727,3/6/2019,9396,11,3
728,3/6/2019,6708,20,4
729,3/6/2019,3101,13,4
730,3/7/2019,1449,17,5
731,3/7/2019,5553,6,2
732,3/7/2019,5920,7,5
733,3/7/2019,9826,17,4
734,3/7/2019,1551,10,4
735,3/7/2019,2327,4,2
736,3/7/2019,10118,3,5
737,3/7/2019,7657,11,5
738,3/7/2019,8653,20,4
739,3/7/2019,719,13,3
740,3/7/2019,4900,16,4
741,3/8/2019,3650,19,3
742,3/8/2019,541,8,5
743,3/8/2019,3755,20,6
744,3/8/2019,9306,14,5
745,3/8/2019,7190,8,4
746,3/8/2019,1533,9,2
747,3/8/2019,7611,12,3
748,3/8/2019,8098,15,4
749,3/8/2019,4385,7,3
750,3/8/2019,2344,1,4
751,3/8/2019,9481,15,4
752,3/8/2019,3528,16,4
753,3/8/2019,190,5,2
754,3/8/2019,1718,8,4
755,3/8/2019,1794,14,5
756,3/8/2019,1532,19,5
757,3/8/2019,2242,3,3
758,3/9/2019,5158,16,3
759,3/9/2019,602,14,3
760,3/9/2019,625,7,4
761,3/9/2019,1466,1,5
762,3/9/2019,7287,7,4
763,3/9/2019,7547,7,5
764,3/9/2019,893,16,3
765,3/9/2019,8275,3,4
766,3/9/2019,893,3,6
767,3/9/2019,5353,1,5
768,3/9/2019,8687,13,2
769,3/9/2019,4197,10,5
770,3/9/2019,5219,9,4
771,3/9/2019,5539,2,6
772,3/9/2019,2787,15,3
773,3/9/2019,30,4,3
774,3/10/2019,8255,7,4
775,3/10/2019,6559,5,4
776,3/10/2019,7714,1,5
777,3/10/2019,8442,12,4
778,3/10/2019,1154,9,6
779,3/10/2019,6138,18,4
780,3/10/2019,7733,13,6
781,3/10/2019,5814,13,6
782,3/10/2019,1990,18,4
783,3/10/2019,5410,1,4
784,3/10/2019,2426,20,6
785,3/10/2019,9213,5,4
786,3/10/2019,1253,5,6
787,3/11/2019,5707,16,5
788,3/11/2019,6666,15,3
789,3/11/2019,7580,4,2
790,3/11/2019,8777,15,4
791,3/11/2019,7149,14,4
792,3/11/2019,5002,5,6
793,3/11/2019,6352,1,4
794,3/11/2019,6551,14,4
795,3/11/2019,6348,4,3
796,3/11/2019,652,17,4
797,3/11/2019,9227,17,6
798,3/11/2019,9697,7,4
799,3/11/2019,4659,19,5
800,3/12/2019,8116,3,3
801,3/12/2019,1865,1,3
802,3/12/2019,3586,7,5
803,3/12/2019,6291,12,3
804,3/12/2019,9313,9,5
805,3/12/2019,6307,12,5
806,3/12/2019,10104,15,5
807,3/12/2019,5174,12,5
808,3/12/2019,1567,4,5
809,3/12/2019,7051,14,2
810,3/12/2019,8746,9,3
811,3/12/2019,4103,9,3
812,3/12/2019,2553,9,3
813,3/12/2019,5957,17,4
814,3/12/2019,1594,1,4
815,3/12/2019,4954,8,5
816,3/12/2019,4623,13,4
817,3/13/2019,454,8,4
818,3/13/2019,8737,9,3
819,3/13/2019,6675,4,4
820,3/13/2019,7573,13,4
821,3/13/2019,7171,14,3
822,3/13/2019,4678,7,3
823,3/13/2019,7276,17,5
824,3/13/2019,6001,4,3
825,3/13/2019,7262,14,5
826,3/13/2019,7862,11,5
827,3/13/2019,3097,5,4
828,3/13/2019,774,7,3
829,3/13/2019,4324,10,5
830,3/13/2019,9396,1,5
831,3/13/2019,7768,2,3
832,3/13/2019,4925,17,3
833,3/13/2019,8647,17,4
834,3/13/2019,4162,9,2
835,3/13/2019,7569,5,3
836,3/13/2019,6319,15,4
837,3/14/2019,7293,4,4
838,3/14/2019,8511,10,3
839,3/14/2019,4461,8,5
840,3/14/2019,4528,9,4
841,3/14/2019,8318,3,2
842,3/14/2019,4397,20,5
843,3/14/2019,1341,2,4
844,3/14/2019,4534,18,5
845,3/14/2019,9642,20,5
846,3/14/2019,8125,8,6
847,3/14/2019,4327,12,5
848,3/14/2019,77,6,5
849,3/14/2019,504,17,4
850,3/15/2019,10019,3,5
851,3/15/2019,5293,18,4
852,3/15/2019,7379,12,5
853,3/15/2019,2674,12,3
854,3/15/2019,7366,11,3
855,3/15/2019,2921,9,4
856,3/15/2019,8483,15,4
857,3/15/2019,8746,20,4
858,3/15/2019,9781,1,4
859,3/15/2019,5094,3,3
860,3/15/2019,1392,14,4
861,3/16/2019,9745,14,4
862,3/16/2019,924,19,4
863,3/16/2019,6324,20,6
864,3/16/2019,4096,20,6
865,3/16/2019,6106,19,4
866,3/16/2019,9703,14,4
867,3/16/2019,7996,18,4
868,3/16/2019,7725,9,3
869,3/16/2019,976,13,3
870,3/16/2019,5433,15,4
871,3/16/2019,7241,9,6
872,3/17/2019,5379,6,3
873,3/17/2019,7702,14,5
874,3/17/2019,6087,15,4
875,3/17/2019,6423,8,4
876,3/17/2019,2846,19,6
877,3/17/2019,7768,20,4
878,3/17/2019,2684,14,3
879,3/17/2019,5313,11,4
880,3/17/2019,5358,13,3
881,3/17/2019,5542,5,5
882,3/17/2019,4726,17,4
883,3/17/2019,1089,7,3
884,3/17/2019,7913,18,5
885,3/18/2019,6172,3,5
886,3/18/2019,9612,4,4
887,3/18/2019,9851,5,4
888,3/18/2019,2389,14,4
889,3/18/2019,6291,7,4
890,3/18/2019,5037,14,3
891,3/18/2019,5948,15,4
892,3/18/2019,430,10,6
893,3/18/2019,7287,2,3
894,3/18/2019,4808,6,2
895,3/18/2019,7456,16,1
896,3/18/2019,873,1,5
897,3/18/2019,9103,10,5
898,3/18/2019,1370,17,3
899,3/18/2019,1145,10,4
900,3/18/2019,1821,9,5
901,3/18/2019,6792,7,6
902,3/18/2019,4670,13,5
903,3/18/2019,5241,17,5
904,3/18/2019,1648,11,3
905,3/18/2019,9860,18,5
906,3/18/2019,4258,11,5
907,3/19/2019,4547,14,3
908,3/19/2019,970,13,4
909,3/19/2019,7391,3,4
910,3/19/2019,1266,17,3
