Transacao,Data de compra,ID Consumidor,ID Produto,Quantidade
4850,1/6/2020,9937,20,4
4851,1/6/2020,1241,19,4
4852,1/6/2020,4029,20,4
4853,1/6/2020,8199,11,4
4854,1/6/2020,769,2,3
4855,1/6/2020,6291,11,5
4856,1/6/2020,8742,9,3
4857,1/6/2020,1576,9,5
4858,1/6/2020,4731,8,3
4859,1/6/2020,5099,4,4
4860,1/6/2020,5148,18,5
4861,1/6/2020,9819,12,2
4862,1/6/2020,1853,2,4
4863,1/6/2020,135,12,5
4864,1/6/2020,8002,11,5
4865,1/6/2020,4118,18,3
4866,1/6/2020,7240,12,3
4867,1/6/2020,2862,6,3
4868,1/6/2020,4548,13,3
4869,1/6/2020,921,3,5
4870,1/6/2020,1802,17,3
4871,1/6/2020,4655,16,5
4872,1/6/2020,7946,17,3
4873,1/6/2020,4263,5,3
4874,1/6/2020,3045,2,3
4875,1/7/2020,4825,3,4
4876,1/7/2020,6916,11,7
4877,1/7/2020,6105,7,4
4878,1/7/2020,5956,16,2
4879,1/7/2020,8153,9,5
4880,1/7/2020,3360,15,5
4881,1/7/2020,3787,8,5
4882,1/7/2020,1520,11,4
4883,1/7/2020,2143,12,4
4884,1/7/2020,4497,3,4
4885,1/7/2020,9929,2,5
4886,1/7/2020,9929,14,7
4887,1/7/2020,8121,7,2
4888,1/7/2020,4070,13,4
4889,1/7/2020,6977,16,5
4890,1/7/2020,8087,13,4
4891,1/7/2020,2654,2,5
4892,1/7/2020,5944,11,4
4893,1/7/2020,7486,14,3
4894,1/7/2020,7870,12,5
4895,1/8/2020,8618,20,4
4896,1/8/2020,4357,17,5
4897,1/8/2020,1773,8,5
4898,1/8/2020,7695,19,4
4899,1/8/2020,9248,11,5
4900,1/8/2020,8930,8,6
4901,1/8/2020,2320,18,1
4902,1/8/2020,7279,14,3
4903,1/8/2020,2227,4,3
4904,1/8/2020,1659,18,2
4905,1/8/2020,1297,9,2
4906,1/8/2020,4118,7,4
4907,1/8/2020,1067,14,6
4908,1/8/2020,4174,10,4
4909,1/8/2020,2510,11,5
4910,1/8/2020,4579,4,4
4911,1/8/2020,7262,17,5
4912,1/8/2020,8667,2,6
4913,1/8/2020,6563,15,3
4914,1/8/2020,7929,14,6
4915,1/8/2020,2114,10,6
4916,1/8/2020,1056,18,4
4917,1/8/2020,1617,11,4
4918,1/8/2020,6324,4,2
4919,1/8/2020,3966,9,4
4920,1/8/2020,8169,1,2
4921,1/8/2020,9226,11,5
4922,1/9/2020,2648,5,4
4923,1/9/2020,7571,15,3
4924,1/9/2020,1024,2,4
4925,1/9/2020,10033,1,3
4926,1/9/2020,4498,13,2
4927,1/9/2020,2251,12,5
4928,1/9/2020,5597,4,5
4929,1/9/2020,2229,16,4
4930,1/9/2020,9495,9,4
4931,1/9/2020,9321,19,4
4932,1/9/2020,4009,3,5
4933,1/9/2020,4026,14,4
4934,1/9/2020,3422,7,6
4935,1/9/2020,896,7,5
4936,1/9/2020,3035,18,2
4937,1/9/2020,10231,20,4
4938,1/9/2020,9866,1,6
4939,1/9/2020,5559,17,3
4940,1/9/2020,9187,12,4
4941,1/9/2020,7849,19,4
4942,1/10/2020,598,18,3
4943,1/10/2020,9504,19,5
4944,1/10/2020,7215,15,4
4945,1/10/2020,8414,10,5
4946,1/10/2020,8414,9,2
4947,1/10/2020,1473,9,2
4948,1/10/2020,6208,3,5
4949,1/10/2020,8202,8,6
4950,1/10/2020,750,2,3
4951,1/10/2020,3551,20,4
4952,1/10/2020,3922,12,3
4953,1/10/2020,5050,19,3
4954,1/10/2020,7241,11,5
4955,1/10/2020,7342,4,4
4956,1/10/2020,8947,9,4
4957,1/10/2020,3725,3,2
4958,1/10/2020,5712,2,3
4959,1/10/2020,5898,4,3
4960,1/10/2020,8697,19,5
4961,1/10/2020,7085,14,3
4962,1/11/2020,4436,13,3
4963,1/11/2020,9629,14,5
4964,1/11/2020,5733,11,4
4965,1/11/2020,6893,13,5
4966,1/11/2020,3691,17,7
4967,1/11/2020,8190,10,5
4968,1/11/2020,542,4,4
4969,1/11/2020,4731,9,5
4970,1/11/2020,8569,16,4
4971,1/11/2020,3593,19,6
4972,1/11/2020,4497,20,4
4973,1/11/2020,7241,5,5
4974,1/11/2020,4413,19,3
4975,1/11/2020,6912,14,5
4976,1/11/2020,6957,13,2
4977,1/11/2020,1785,20,3
4978,1/11/2020,6779,14,4
4979,1/11/2020,8245,14,4
4980,1/11/2020,7588,19,4
4981,1/11/2020,1052,13,4
4982,1/11/2020,4195,2,3
4983,1/11/2020,2015,4,2
4984,1/11/2020,2024,13,5
4985,1/11/2020,8937,6,4
4986,1/11/2020,1593,19,3
4987,1/11/2020,5611,12,3
4988,1/11/2020,2770,6,4
4989,1/11/2020,965,1,5
4990,1/11/2020,1013,15,3
4991,1/11/2020,2302,11,4
4992,1/11/2020,6461,11,4
4993,1/11/2020,3487,2,3
4994,1/12/2020,9671,11,2
4995,1/12/2020,897,12,4
4996,1/12/2020,7267,5,5
4997,1/12/2020,8916,3,4
4998,1/12/2020,924,14,4
4999,1/12/2020,1235,6,6
5000,1/12/2020,9321,3,3
5001,1/12/2020,8658,2,4
5002,1/12/2020,6957,20,4
5003,1/12/2020,2222,17,5
5004,1/12/2020,9499,20,4
5005,1/12/2020,8087,11,3
5006,1/12/2020,9610,5,4
5007,1/12/2020,3371,6,4
5008,1/12/2020,2318,12,5
5009,1/12/2020,6471,17,5
5010,1/12/2020,8497,8,3
5011,1/12/2020,2634,17,5
5012,1/12/2020,1212,20,4
5013,1/12/2020,4491,16,5
5014,1/13/2020,39,10,4
5015,1/13/2020,7662,3,2
5016,1/13/2020,6313,4,6
5017,1/13/2020,6350,14,3
5018,1/13/2020,2862,9,5
5019,1/13/2020,1125,16,3
5020,1/13/2020,6111,10,6
5021,1/13/2020,5410,2,4
5022,1/13/2020,2965,8,3
5023,1/13/2020,3239,18,4
5024,1/13/2020,1310,8,4
5025,1/13/2020,5872,3,5
5026,1/13/2020,5536,7,3
5027,1/13/2020,502,15,5
5028,1/13/2020,2556,4,5
5029,1/13/2020,3302,8,5
5030,1/13/2020,1882,6,5
5031,1/13/2020,4225,1,3
5032,1/13/2020,6654,7,4
5033,1/14/2020,5644,17,5
5034,1/14/2020,6560,12,5
5035,1/14/2020,6208,7,3
5036,1/14/2020,4029,12,5
5037,1/14/2020,7981,18,3
5038,1/14/2020,647,19,3
5039,1/14/2020,4486,15,5
5040,1/14/2020,9187,12,4
5041,1/14/2020,789,17,4
5042,1/14/2020,7328,19,5
5043,1/14/2020,5533,13,4
5044,1/14/2020,4946,19,3
5045,1/14/2020,9433,1,4
5046,1/14/2020,79,17,4
5047,1/14/2020,3753,8,6
5048,1/14/2020,6927,9,2
5049,1/14/2020,5432,17,3
5050,1/14/2020,6957,7,3
5051,1/14/2020,9929,5,7
5052,1/14/2020,6603,1,4
5053,1/14/2020,1056,12,4
5054,1/14/2020,820,16,5
5055,1/14/2020,2986,13,4
5056,1/14/2020,9081,20,3
5057,1/14/2020,5757,10,4
5058,1/14/2020,141,1,6
5059,1/14/2020,7262,10,3
5060,1/15/2020,4803,4,6
5061,1/15/2020,1162,14,5
5062,1/15/2020,6452,6,4
5063,1/15/2020,7209,2,5
5064,1/15/2020,10250,2,5
5065,1/15/2020,9564,11,4
5066,1/15/2020,10243,9,6
5067,1/15/2020,79,18,5
5068,1/15/2020,1616,17,3
5069,1/15/2020,9747,3,5
5070,1/15/2020,9679,9,5
5071,1/15/2020,2019,6,6
5072,1/15/2020,5050,5,4
5073,1/15/2020,6168,19,3
5074,1/15/2020,2310,17,3
5075,1/15/2020,9197,5,3
5076,1/15/2020,2063,1,5
5077,1/15/2020,7685,20,5
5078,1/15/2020,9249,20,4
5079,1/15/2020,10208,15,5
5080,1/15/2020,3197,13,3
5081,1/15/2020,820,20,5
5082,1/15/2020,7328,13,5
5083,1/15/2020,7704,12,2
5084,1/15/2020,3615,17,4
5085,1/15/2020,160,5,3
5086,1/15/2020,2790,12,4
5087,1/15/2020,7063,11,5
5088,1/15/2020,3396,14,4
5089,1/15/2020,4026,2,6
5090,1/15/2020,6341,4,6
5091,1/15/2020,6621,15,4
5092,1/16/2020,4518,12,3
5093,1/16/2020,2869,2,4
5094,1/16/2020,5981,19,4
5095,1/16/2020,5672,13,4
5096,1/16/2020,2374,1,3
5097,1/16/2020,9897,15,4
5098,1/16/2020,850,11,3
5099,1/16/2020,2723,20,6
5100,1/16/2020,3762,9,4
5101,1/16/2020,4204,18,4
5102,1/16/2020,8731,9,2
5103,1/16/2020,4350,2,7
5104,1/16/2020,7315,4,5
5105,1/16/2020,1745,5,3
5106,1/16/2020,7315,20,5
5107,1/16/2020,3978,15,5
5108,1/16/2020,767,9,5
5109,1/16/2020,5148,14,4
5110,1/16/2020,615,8,4
5111,1/16/2020,6634,17,3
5112,1/17/2020,179,1,5
5113,1/17/2020,4943,15,6
5114,1/17/2020,10167,13,3
5115,1/17/2020,5125,6,4
5116,1/17/2020,7065,6,4
5117,1/17/2020,3334,3,5
5118,1/17/2020,9728,5,4
5119,1/17/2020,319,5,3
5120,1/17/2020,7951,14,3
5121,1/17/2020,3455,1,3
5122,1/17/2020,6652,1,3
5123,1/17/2020,355,12,5
5124,1/17/2020,3277,8,4
5125,1/17/2020,3613,7,4
5126,1/17/2020,6307,4,5
5127,1/17/2020,7946,3,3
5128,1/17/2020,6317,3,5
5129,1/17/2020,5129,8,4
5130,1/17/2020,3978,3,5
5131,1/17/2020,537,19,3
5132,1/17/2020,8548,15,5
5133,1/17/2020,9656,5,3
5134,1/18/2020,7449,10,3
5135,1/18/2020,8289,3,5
5136,1/18/2020,7813,12,5
5137,1/18/2020,5223,14,2
5138,1/18/2020,8534,3,5
5139,1/18/2020,2015,15,4
5140,1/18/2020,1659,19,5
5141,1/18/2020,7977,19,4
5142,1/18/2020,2553,19,3
5143,1/18/2020,3080,3,5
5144,1/18/2020,6157,10,3
5145,1/18/2020,2998,10,4
5146,1/18/2020,4068,3,3
5147,1/18/2020,5773,8,2
5148,1/18/2020,4553,17,3
5149,1/18/2020,7175,6,3
5150,1/18/2020,1444,16,6
5151,1/18/2020,4349,6,6
5152,1/18/2020,3976,19,5
5153,1/18/2020,1013,3,3
5154,1/18/2020,8867,2,5
5155,1/18/2020,1235,13,4
5156,1/18/2020,6677,14,4
5157,1/19/2020,3524,12,4
5158,1/19/2020,927,3,3
5159,1/19/2020,3721,9,1
5160,1/19/2020,4892,18,5
5161,1/19/2020,658,12,5
5162,1/19/2020,6227,10,4
5163,1/19/2020,2188,2,3
5164,1/19/2020,1068,8,3
5165,1/19/2020,1068,12,3
5166,1/19/2020,5813,7,5
5167,1/19/2020,5000,11,3
5168,1/19/2020,6793,19,5
5169,1/19/2020,7874,12,4
5170,1/19/2020,5494,7,5
5171,1/19/2020,9241,5,6
5172,1/19/2020,7753,20,3
5173,1/19/2020,7562,10,4
5174,1/19/2020,4362,9,3
5175,1/19/2020,3932,9,6
5176,1/19/2020,1612,18,5
5177,1/19/2020,216,2,4
5178,1/19/2020,5219,16,2
5179,1/19/2020,1144,19,3
5180,1/19/2020,4205,7,5
5181,1/19/2020,5335,20,4
5182,1/20/2020,6957,9,2
5183,1/20/2020,4211,15,6
5184,1/20/2020,5092,16,4
5185,1/20/2020,9501,19,3
5186,1/20/2020,10273,15,4
5187,1/20/2020,7065,16,5
5188,1/20/2020,3889,7,5
5189,1/20/2020,4731,8,6
5190,1/20/2020,7523,16,4
5191,1/20/2020,2493,15,4
5192,1/20/2020,3599,1,5
5193,1/20/2020,4419,7,3
5194,1/20/2020,8843,12,4
5195,1/20/2020,5754,17,2
5196,1/20/2020,4475,4,3
5197,1/20/2020,5559,16,4
5198,1/20/2020,767,10,5
5199,1/20/2020,9667,8,6
5200,1/20/2020,5481,14,4
5201,1/20/2020,8793,2,5
5202,1/20/2020,2769,15,4
5203,1/20/2020,4040,8,3
5204,1/20/2020,9989,8,5
5205,1/20/2020,3229,20,3
5206,1/20/2020,9826,2,5
5207,1/20/2020,1393,4,5
5208,1/20/2020,4516,16,3
5209,1/20/2020,2832,14,4
5210,1/20/2020,216,7,3
5211,1/20/2020,1041,2,5
5212,1/20/2020,498,7,6
5213,1/20/2020,7242,20,7
5214,1/20/2020,6804,13,6
5215,1/20/2020,1753,3,5
5216,1/20/2020,4029,19,4
5217,1/20/2020,6193,6,5
5218,1/21/2020,5639,1,4
5219,1/21/2020,6681,3,3
5220,1/21/2020,8074,7,4
5221,1/21/2020,5124,12,5
5222,1/21/2020,8189,4,3
5223,1/21/2020,4564,1,3
5224,1/21/2020,760,1,5
5225,1/21/2020,5223,14,5
5226,1/21/2020,3108,9,5
5227,1/21/2020,52,14,4
5228,1/21/2020,7391,12,5
5229,1/21/2020,921,5,6
5230,1/21/2020,9887,6,3
5231,1/21/2020,2600,2,5
5232,1/21/2020,4925,4,5
5233,1/21/2020,9943,18,4
5234,1/21/2020,1947,12,3
5235,1/21/2020,7727,10,5
5236,1/21/2020,2481,1,5
5237,1/21/2020,2701,17,3
5238,1/21/2020,7002,18,5
5239,1/21/2020,4579,13,4
5240,1/21/2020,1144,12,5
5241,1/21/2020,1419,5,6
5242,1/21/2020,4344,15,2
5243,1/21/2020,1125,12,3
5244,1/21/2020,7758,8,4
5245,1/21/2020,1003,2,4
5246,1/22/2020,398,18,4
5247,1/22/2020,7282,3,4
5248,1/22/2020,2177,10,2
5249,1/22/2020,7862,14,5
5250,1/22/2020,2373,10,4
5251,1/22/2020,9412,8,4
5252,1/22/2020,2075,1,6
5253,1/22/2020,2130,14,5
5254,1/22/2020,7628,5,5
5255,1/22/2020,2446,13,3
5256,1/22/2020,1259,1,3
5257,1/22/2020,9169,19,5
5258,1/22/2020,2723,9,4
5259,1/22/2020,843,1,3
5260,1/22/2020,2625,5,5
5261,1/22/2020,552,7,4
5262,1/23/2020,6423,12,5
5263,1/23/2020,3267,11,4
5264,1/23/2020,4423,2,3
5265,1/23/2020,9491,9,4
5266,1/23/2020,2248,5,5
5267,1/23/2020,6006,13,4
5268,1/23/2020,9200,20,4
5269,1/23/2020,8921,18,5
5270,1/23/2020,3234,18,5
5271,1/23/2020,5466,11,7
5272,1/23/2020,732,1,7
5273,1/23/2020,3335,2,6
5274,1/23/2020,7117,6,6
5275,1/23/2020,9238,8,3
5276,1/23/2020,4531,11,5
5277,1/23/2020,8769,13,5
5278,1/23/2020,6677,7,5
5279,1/23/2020,7862,20,3
5280,1/23/2020,8867,19,4
5281,1/23/2020,7633,6,4
5282,1/23/2020,1345,17,6
5283,1/23/2020,5672,10,3
5284,1/23/2020,5673,3,3
5285,1/23/2020,8430,13,5
5286,1/24/2020,1706,8,5
5287,1/24/2020,5909,11,6
5288,1/24/2020,8108,1,4
5289,1/24/2020,4391,16,3
5290,1/24/2020,4244,17,5
5291,1/24/2020,5206,11,5
5292,1/24/2020,7702,18,4
5293,1/24/2020,3567,11,3
5294,1/24/2020,1425,3,4
5295,1/24/2020,7934,15,5
5296,1/24/2020,1491,20,3
5297,1/24/2020,927,4,7
5298,1/24/2020,1928,6,5
5299,1/24/2020,7782,18,3
5300,1/24/2020,7376,17,6
5301,1/24/2020,9941,18,5
5302,1/24/2020,8862,20,5
5303,1/24/2020,7485,19,4
5304,1/24/2020,5050,16,4
5305,1/24/2020,4436,2,5
5306,1/24/2020,9543,7,4
5307,1/24/2020,5102,1,4
5308,1/24/2020,5478,4,6
5309,1/24/2020,6284,20,6
5310,1/24/2020,9631,1,3
5311,1/24/2020,7180,18,6
5312,1/25/2020,1720,10,3
5313,1/25/2020,997,3,3
5314,1/25/2020,1576,20,6
5315,1/25/2020,7158,15,5
5316,1/25/2020,8228,9,4
5317,1/25/2020,4364,14,5
5318,1/25/2020,4437,6,4
5319,1/25/2020,9390,18,3
5320,1/25/2020,1297,6,6
5321,1/25/2020,5659,2,5
5322,1/25/2020,9349,18,5
5323,1/25/2020,5991,1,2
5324,1/25/2020,9524,10,3
5325,1/25/2020,8615,4,5
5326,1/25/2020,4813,15,3
5327,1/25/2020,8169,16,5
5328,1/25/2020,6923,6,4
5329,1/25/2020,9189,9,5
5330,1/25/2020,1556,5,4
5331,1/25/2020,2227,18,3
5332,1/25/2020,3363,5,4
5333,1/25/2020,7140,10,3
5334,1/25/2020,8517,8,3
5335,1/25/2020,1972,2,3
5336,1/25/2020,1168,20,3
5337,1/25/2020,4187,6,2
5338,1/25/2020,2905,20,4
5339,1/25/2020,747,20,2
5340,1/26/2020,5766,3,6
5341,1/26/2020,6799,13,5
5342,1/26/2020,7051,4,5
5343,1/26/2020,7573,15,3
5344,1/26/2020,4419,20,6
5345,1/26/2020,919,14,4
5346,1/26/2020,4592,13,6
5347,1/26/2020,7321,16,5
5348,1/26/2020,1050,19,4
5349,1/26/2020,1449,1,4
5350,1/26/2020,4010,2,3
5351,1/26/2020,2929,15,5
5352,1/26/2020,3218,6,5
5353,1/26/2020,7359,8,3
5354,1/26/2020,1130,16,4
5355,1/26/2020,9771,12,6
5356,1/26/2020,1744,7,5
5357,1/26/2020,3310,3,3
5358,1/26/2020,1050,8,3
5359,1/26/2020,4655,9,2
5360,1/26/2020,6369,1,5
5361,1/26/2020,4118,16,3
5362,1/26/2020,1770,4,3
5363,1/26/2020,7051,4,5
5364,1/26/2020,9450,5,3
5365,1/27/2020,2298,9,6
5366,1/27/2020,8190,12,5
5367,1/27/2020,298,13,4
5368,1/27/2020,208,12,3
5369,1/27/2020,9715,8,4
5370,1/27/2020,5115,7,3
5371,1/27/2020,2986,15,5
5372,1/27/2020,751,3,5
5373,1/27/2020,1551,15,4
5374,1/27/2020,9550,10,3
5375,1/27/2020,8169,14,5
5376,1/27/2020,1169,2,6
5377,1/27/2020,4853,12,3
5378,1/27/2020,5305,8,4
5379,1/27/2020,6652,7,4
5380,1/27/2020,1904,9,2
5381,1/27/2020,5348,19,5
5382,1/27/2020,4101,4,4
5383,1/27/2020,3753,14,5
5384,1/27/2020,1744,2,3
5385,1/27/2020,6081,14,6
5386,1/27/2020,8242,11,2
5387,1/27/2020,3560,6,5
5388,1/27/2020,4881,20,5
5389,1/27/2020,647,15,5
5390,1/28/2020,7674,16,4
5391,1/28/2020,2229,1,2
5392,1/28/2020,188,17,6
5393,1/28/2020,5610,20,5
5394,1/28/2020,7633,12,4
5395,1/28/2020,3225,12,4
5396,1/28/2020,5432,15,4
5397,1/28/2020,1553,18,5
5398,1/28/2020,6925,8,3
5399,1/28/2020,4175,20,4
5400,1/28/2020,5592,10,5
5401,1/28/2020,4742,14,4
5402,1/28/2020,2063,8,5
5403,1/28/2020,2506,9,4
5404,1/28/2020,4761,13,4
5405,1/28/2020,2371,17,3
5406,1/28/2020,6957,1,4
5407,1/28/2020,4998,1,3
5408,1/28/2020,6607,7,2
5409,1/29/2020,5376,12,3
5410,1/29/2020,5734,19,5
5411,1/29/2020,5989,12,5
5412,1/29/2020,6161,12,4
5413,1/29/2020,5315,2,4
5414,1/29/2020,753,20,5
5415,1/29/2020,7839,15,5
5416,1/29/2020,9573,19,4
5417,1/29/2020,8388,7,4
5418,1/29/2020,4070,6,5
5419,1/29/2020,3909,2,2
5420,1/29/2020,3661,9,4
5421,1/29/2020,4051,3,3
5422,1/29/2020,1599,18,2
5423,1/29/2020,5927,9,3
5424,1/29/2020,2044,2,3
5425,1/29/2020,3596,8,5
5426,1/29/2020,7204,6,3
5427,1/29/2020,5388,1,3
5428,1/29/2020,7315,6,3
5429,1/29/2020,6652,20,6
5430,1/29/2020,1328,15,4
5431,1/29/2020,3692,5,4
5432,1/29/2020,2329,1,4
5433,1/29/2020,669,1,3
5434,1/29/2020,1891,20,6
5435,1/29/2020,3808,2,5
5436,1/29/2020,5226,20,3
5437,1/29/2020,3406,18,5
5438,1/30/2020,5508,15,4
5439,1/30/2020,8345,10,4
5440,1/30/2020,2927,20,5
5441,1/30/2020,7282,1,4
5442,1/30/2020,4946,17,3
5443,1/30/2020,9510,6,4
5444,1/30/2020,9510,20,3
5445,1/30/2020,10271,1,4
5446,1/30/2020,5952,19,5
5447,1/30/2020,8211,19,3
5448,1/30/2020,8837,7,3
5449,1/30/2020,4256,18,5
5450,1/30/2020,4720,15,3
5451,1/30/2020,8548,5,4
5452,1/30/2020,7485,6,3
5453,1/30/2020,3334,8,6
5454,1/30/2020,2986,4,4
5455,1/30/2020,831,4,5
5456,1/30/2020,8747,10,4
5457,1/30/2020,4771,14,4
5458,1/30/2020,5852,19,3
5459,1/30/2020,1720,15,4
5460,1/30/2020,2697,9,3
5461,1/30/2020,6162,4,3
5462,1/30/2020,6081,17,5
5463,1/30/2020,7663,1,3
5464,1/31/2020,1849,5,5
5465,1/31/2020,2527,12,5
5466,1/31/2020,5206,18,4
5467,1/31/2020,972,13,4
5468,1/31/2020,1549,3,5
5469,1/31/2020,93,15,6
5470,1/31/2020,2654,2,4
5471,1/31/2020,6651,10,5
5472,1/31/2020,5512,8,5
5473,1/31/2020,1444,9,4
5474,1/31/2020,1754,8,4
5475,1/31/2020,976,11,5
5476,1/31/2020,8486,20,5
5477,1/31/2020,441,15,3
5478,1/31/2020,5162,8,1
5479,1/31/2020,2220,10,4
5480,1/31/2020,6142,9,3
5481,1/31/2020,4495,11,4
5482,1/31/2020,4436,3,4
5483,1/31/2020,8061,9,5
5484,1/31/2020,5067,8,5
5485,1/31/2020,6240,14,4
5486,1/31/2020,2439,7,2
5487,1/31/2020,552,1,6
5488,1/31/2020,4707,6,4
5489,1/31/2020,8850,10,5
5490,1/31/2020,7152,4,2
5491,1/31/2020,3560,9,5
5492,2/1/2020,2374,1,4
5493,2/1/2020,3233,9,5
5494,2/1/2020,1067,13,3
5495,2/1/2020,5644,1,4
5496,2/1/2020,2735,5,5
5497,2/1/2020,2796,12,3
5498,2/1/2020,7063,20,2
5499,2/1/2020,9743,17,5
5500,2/1/2020,8452,1,3
5501,2/1/2020,3870,10,4
5502,2/1/2020,10008,16,4
5503,2/1/2020,10226,18,7
5504,2/1/2020,81,7,3
5505,2/1/2020,1197,2,4
5506,2/1/2020,5667,2,2
5507,2/1/2020,1415,11,4
5508,2/1/2020,3889,7,3
5509,2/1/2020,4122,10,3
5510,2/1/2020,9863,18,4
5511,2/1/2020,2112,17,4
5512,2/1/2020,1419,10,3
5513,2/1/2020,2838,1,4
5514,2/1/2020,8564,13,5
5515,2/1/2020,831,16,5
5516,2/1/2020,9844,8,4
5517,2/1/2020,2622,11,3
5518,2/1/2020,4239,15,6
5519,2/1/2020,8228,20,4
5520,2/1/2020,4979,11,1
5521,2/1/2020,511,1,3
5522,2/1/2020,3941,12,4
5523,2/1/2020,4783,10,5
5524,2/1/2020,9904,3,5
5525,2/1/2020,1025,13,3
5526,2/1/2020,3124,20,4
5527,2/1/2020,8462,6,4
5528,2/1/2020,7950,13,3
5529,2/1/2020,1758,20,3
5530,2/1/2020,8315,17,3
5531,2/1/2020,1455,9,3
5532,2/2/2020,298,16,6
5533,2/2/2020,8269,1,3
5534,2/2/2020,1690,7,2
5535,2/2/2020,2570,16,5
5536,2/2/2020,2852,11,5
5537,2/2/2020,6018,10,3
5538,2/2/2020,6779,16,3
5539,2/2/2020,6779,15,4
5540,2/2/2020,2201,6,5
5541,2/2/2020,878,19,4
5542,2/2/2020,8321,13,4
5543,2/2/2020,9691,12,3
5544,2/2/2020,2176,6,5
5545,2/2/2020,5065,11,4
5546,2/2/2020,6938,4,4
5547,2/2/2020,5617,15,4
5548,2/2/2020,4404,11,5
5549,2/2/2020,7242,5,6
5550,2/2/2020,5896,1,3
